Epoch,Content Loss,Adversarial Loss,Train SNR,Valid SNR,Train PSNR,Valid PSNR,Train SSIM,Valid SSIM
1,0.059743382036685944,,8.418067239522934,8.325728052854538,14.676256537815503,14.549568366328895,0.1774153073510388,0.18477050006855278
2,0.024920184165239334,,9.928047147393226,9.764689223965009,16.186236448504538,15.98852946663586,0.2935999655146152,0.28894274265815817
3,0.018545065075159073,,10.675019817352295,10.525047068794569,16.93320909511626,16.7488873617251,0.43497924737632276,0.4287408311851323
4,0.017167244106531143,,11.494074178338051,11.365854639808337,17.752263462373026,17.589694951019695,0.5419079864621162,0.5340652198096116
5,0.013941708020865917,,12.159493378400803,12.04175040324529,18.417682681686728,18.26559069562373,0.600630240291357,0.5950793191790581
6,0.01507557649165392,,12.525447368621826,12.40687914788723,18.783636697526727,18.630719438131486,0.6215155918002129,0.616092787583669
7,0.02419852837920189,,12.724764403104782,12.613416363795599,18.98295369466458,18.837256621258668,0.6315692129135132,0.6267296252648036
8,0.016427423804998398,,12.8673132532835,12.768513431151709,19.12550253224774,18.99235373652406,0.6476072934865952,0.6436641768614451
9,0.01044632401317358,,13.002139257192612,12.917864018678666,19.260328542996568,19.141704325608323,0.6602688997983932,0.657266925573349
10,0.014739305712282658,,13.126761142015457,13.066840459903082,19.384950443884723,19.290680749043727,0.6665728524923324,0.6648336797952652
11,0.013124871999025345,,13.209640998840332,13.167755524317423,19.467830297807694,19.391595781990482,0.6784683379530907,0.6772992349664371
12,0.02423972822725773,,13.284496651291848,13.249695012966791,19.542685952033274,19.47353532833997,0.683801635146141,0.6829956184824307
13,0.019538480788469315,,13.345368101000785,13.31374947031339,19.603557409131096,19.53758968721437,0.6888414732813836,0.6880318057537079
14,0.00856719072908163,,13.39733081638813,13.367231231927871,19.655520116205594,19.591071515172853,0.6909538110494614,0.6902582308650017
15,0.010472285561263561,,13.444785667061806,13.41644902229309,19.702974967494672,19.640289311491063,0.6939304156899452,0.6932966176668803
16,0.012699269689619541,,13.490087075829505,13.463211808602015,19.748276354766567,19.6870520526947,0.6952997772693634,0.6947677064935366
17,0.007900767959654331,,13.527798666954041,13.502260142564774,19.785987981127526,19.726100409410932,0.6975625083446503,0.6970900648832321
18,0.010159711353480816,,13.559039221405984,13.53464873234431,19.817228525978685,19.75848901117037,0.6996149382591248,0.6991978204250335
19,0.00585163664072752,,13.590748705267906,13.56742538412412,19.8489380192355,19.79126565483536,0.7012166512608529,0.7008241896828016
20,0.012193345464766026,,13.618569628000259,13.596589698394139,19.876758934161902,19.820429988112082,0.7025679849386215,0.7022077697515487
21,0.010786391794681549,,13.647426767945289,13.626019110282263,19.905616070186024,19.84985941561876,0.7045224512219429,0.7042072080572446
22,0.008817275986075401,,13.668727237582207,13.64841341773669,19.926916499319226,19.87225370959489,0.7059598394632339,0.705696946978569
23,0.009833910502493382,,13.692233595252038,13.672908735275268,19.95042288805972,19.89674900801857,0.7070289362072945,0.7067335395018259
24,0.013274064287543297,,13.708482557535172,13.690199691057206,19.966671876563378,19.9140399572619,0.70784862190485,0.707538668413957
25,0.011449231766164303,,13.7311587870121,13.713733474413553,19.98934806718095,19.937573732939747,0.7097174525260925,0.7094502940773963
26,0.011425672098994255,,13.748831669092178,13.732409024238587,20.007020976144442,19.956249303439105,0.7110658354759216,0.7107995524009069
27,0.016042912378907204,,13.762032544016838,13.747001320123672,20.020221862244316,19.970841557179373,0.7123717489242554,0.7121183349688848
28,0.012131414376199245,,13.774519628882409,13.760607246557871,20.032708903586332,19.984447534279433,0.7135514497160912,0.7132184007763862
29,0.012313272804021835,,13.792395768761635,13.779889384905497,20.050585049528323,20.003729672639505,0.7137405814528466,0.7133398761351903
30,0.007398833986371756,,13.812438269257546,13.80108847618103,20.070627582469232,20.024928755940245,0.7156978921294213,0.7153475519021352
31,0.014500819146633148,,13.815128284692765,13.803689656654994,20.073317564402767,20.02752992971972,0.7161536017656326,0.7157552341620127
32,0.011318430304527283,,13.816483479142189,13.805051000912984,20.074672774096005,20.02889128135052,0.7164156073331833,0.7160188956061999
33,0.010808177292346954,,13.817905783057213,13.806593823432923,20.076095057382798,20.030434126024733,0.7164824305176735,0.7160752592484156
34,0.014622068032622337,,13.818677989840507,13.807390004396439,20.076867289610018,20.031230212170147,0.7165764337182045,0.7161669794718425
35,0.01266372762620449,,13.820502091050148,13.80934443473816,20.078691394741266,20.033184705201634,0.7166166431903839,0.7161789465943972
36,0.015103493817150593,,13.821350425481796,13.810241623719532,20.079539713580754,20.034081868157962,0.7168293113708496,0.7164035301407178
37,0.01570018008351326,,13.822929349541663,13.812026832501093,20.081118653899978,20.035867119975478,0.7166699460744858,0.7162264388799667
38,0.020359883084893227,,13.824365662932395,13.813522958755494,20.08255493640829,20.0373632187075,0.7168852580189705,0.716431502699852
39,0.015610691159963608,,13.825389060378075,13.814604445298512,20.08357836529791,20.03844474129515,0.7170470250248909,0.716598792374134
40,0.00861312448978424,,13.826729962229729,13.816035284598668,20.08491922858223,20.03987559467933,0.7173080940842629,0.7168885533014934
41,0.016214335337281227,,13.82778228521347,13.817121750116348,20.08597158865339,20.0409620324821,0.7174061069488525,0.7169633989532789
42,0.012486270628869534,,13.829604392051698,13.819057820240657,20.087793689232086,20.04289809040674,0.7176042367219925,0.7171662165721258
43,0.006720685865730047,,13.8309893232584,13.820530581474305,20.08917864928321,20.044370860656628,0.7176590306758881,0.717202534576257
44,0.014113753102719784,,13.832409949302674,13.822132201989492,20.090599258719585,20.045972474912208,0.7176609502434731,0.7171872497598331
45,0.011509181000292301,,13.833730304837227,13.823505322138468,20.091919588106737,20.047345653521685,0.7177188866138459,0.7172277599573136
46,0.010164374485611916,,13.835216750502587,13.825105990966161,20.093406062266784,20.048946282254892,0.7178328015804291,0.7173216612140337
47,0.01121542602777481,,13.836628631949425,13.82663561105728,20.09481793655685,20.050475877815565,0.7179444048404694,0.7174330980579058
48,0.01603134162724018,,13.837893813848495,13.827939337491989,20.096083079201957,20.05177957751744,0.718102561056614,0.7175844884912173
49,0.010748462751507759,,13.83930621922016,13.829463752110799,20.09749549696748,20.053304034626297,0.7182789770960808,0.7177856187025706
50,0.009121700190007687,,13.840726839900016,13.831018849213917,20.09891612748127,20.054859156780893,0.7182180536389351,0.717684300839901
51,0.013887440785765648,,13.842264149188996,13.832652648289999,20.100453439293663,20.056492904317576,0.7184593010544776,0.7179240670800209
52,0.020887264981865883,,13.843191785216332,13.833625715970992,20.101381092786912,20.057465991526932,0.7185628216266632,0.7180137704809507
53,0.011079802177846432,,13.84508246064186,13.835681307315827,20.10327177654208,20.05952156855957,0.7186618421077728,0.7181181686123213
54,0.008272594772279263,,13.846126344799995,13.836821444829305,20.10431563126897,20.06066174727144,0.7187641626000404,0.718243566552798
55,0.006112109404057264,,13.847668247818946,13.838469409942627,20.105857547077477,20.062309698804473,0.7188528062105178,0.7183098339041074
56,0.011277446523308754,,13.848881762623787,13.839736833175023,20.10707106628291,20.063577100804316,0.7190036008358002,0.7184358247121175
57,0.01436155941337347,,13.850715979933739,13.841711952288945,20.10890526622895,20.065552236110868,0.7191805859804153,0.7186190599203109
58,0.015554183162748814,,13.851767337918282,13.842813791831334,20.109956643016567,20.06665407139027,0.7193889130949974,0.718856336871783
59,0.007014830131083727,,13.852964821457864,13.844170773029328,20.111154123008024,20.068011059315573,0.7192529245018959,0.7186756406227748
60,0.00539326062425971,,13.854749302268027,13.846054051319758,20.112938600715708,20.069894332327582,0.7194383231401443,0.7188602725664774
61,0.01713753677904606,,13.854954875707627,13.846263339122137,20.11314417413239,20.07010360087949,0.7194716287851334,0.7188891289631526
62,0.015254467725753784,,13.855190675258637,13.846538297335307,20.113379961683084,20.070378599210834,0.7194647108912468,0.7188859087228775
63,0.008738159202039242,,13.855249171853066,13.84658554593722,20.113438470318865,20.070425813465278,0.7195121883153915,0.7189401173591614
64,0.015834471210837364,,13.855411586165427,13.846757515271504,20.113600869886877,20.070597744959606,0.719516366481781,0.7189381127556165
65,0.013667575083673,,13.855544486045837,13.846902624766033,20.11373379326328,20.070742919712725,0.7195197563171387,0.7189391249418259
66,0.00766123877838254,,13.855698615312576,13.847070407867431,20.113887925011714,20.07091069948515,0.7194943156838417,0.7189074523250262
67,0.009037692099809647,,13.85574526667595,13.847116847832998,20.113934555644,20.070957093104003,0.7195147751569748,0.7189235923687617
68,0.008356072939932346,,13.856111174821853,13.84750818014145,20.11430047439628,20.071348449227024,0.7195848035812378,0.7190111042062441
69,0.011645103804767132,,13.856304216384888,13.847718769311905,20.114493479679066,20.071559080964708,0.7195604199171066,0.7189770356814067
70,0.007674200925976038,,13.85646968305111,13.847884219884872,20.114659000057728,20.071724472665178,0.7195898401737213,0.7190104836225509
71,0.006501724012196064,,13.856565213799477,13.847988671064376,20.11475448905226,20.07182894880894,0.719584969162941,0.7189997136592865
72,0.010812428779900074,,13.85670405805111,13.848121352990468,20.114893403427903,20.071961606114485,0.7196423397660255,0.7190608153740565
73,0.010526031255722046,,13.856963947415352,13.848418374856314,20.115153229693433,20.072258650964574,0.7196363968849182,0.7190573973457018
74,0.010012464597821236,,13.857135002613068,13.848600467046102,20.11532429703978,20.07244075836865,0.7196303879618645,0.7190408586462339
75,0.010212830267846584,,13.857290922403335,13.848762065172195,20.115480261148853,20.072602380945618,0.7196561120152474,0.7190714857975642
76,0.011466377414762974,,13.857355560660363,13.848827066024144,20.11554486106819,20.072667298177933,0.7196653193235397,0.7190764286120732
77,0.010101609863340855,,13.8576210719347,13.849131089448928,20.115810356791727,20.072971367475773,0.7196416118741036,0.7190449026226997
78,0.009923259727656841,,13.857778923511505,13.849296444654465,20.11596820759315,20.073136743991782,0.7196890313029289,0.7191020020842552
79,0.011903719045221806,,13.857869492769241,13.849380234877268,20.116058781405663,20.073220544082037,0.7197184255123138,0.7191299989819526
80,0.015492120757699013,,13.858119384646416,13.849649256467819,20.116308694984294,20.073489553514893,0.7197073115706444,0.7191133698821068
81,0.014668230898678303,,13.858332269787788,13.849889063835144,20.116521551601394,20.073729339159254,0.7197227510213852,0.7191351161400477
82,0.03075280413031578,,13.858437628149986,13.849982154369354,20.11662693572332,20.073822438460578,0.7197534577846527,0.7191631227731705
83,0.01049201563000679,,13.858590223789214,13.850173648198446,20.116779474647853,20.074013990756,0.7197003333568573,0.7190973536173503
84,0.010394738055765629,,13.858776797056198,13.850367774566015,20.11696607555193,20.074208009771517,0.7197609022259712,0.71916734457016
85,0.010009932331740856,,13.85905292570591,13.85066996216774,20.11724220754629,20.07451026784059,0.7197592131495476,0.7191658434271813
86,0.013457444496452808,,13.85919599890709,13.850819106896719,20.11738529137785,20.074659368359466,0.7197682589888573,0.719173593322436
87,0.005230233073234558,,13.85931732416153,13.850946650902431,20.11750663625361,20.074786925788267,0.7197724699378013,0.7191790958245595
88,0.008663790300488472,,13.85954935669899,13.851188854376476,20.117738671175196,20.075029148409346,0.7198073897361755,0.7192156301935514
89,0.008333204314112663,,13.859705240130424,13.851354698340097,20.117894542643924,20.0751949646365,0.7198258075118065,0.719226767718792
90,0.00894212257117033,,13.859965305924415,13.851646540562312,20.118154604398285,20.07548683014588,0.7198647244572639,0.7192797858516375
91,0.010638062842190266,,13.860014929175376,13.85168707370758,20.118204228225416,20.075527366646593,0.7198472246527672,0.7192542058229446
92,0.0051557207480072975,,13.860011367201805,13.851680022478103,20.118200662562888,20.075520327757655,0.7198438752889633,0.7192480426033337
93,0.009553847834467888,,13.860031780600547,13.851701430479686,20.118221075732084,20.075541691247892,0.719851754128933,0.7192565122246742
94,0.017626818269491196,,13.860057608485223,13.851729061206182,20.118246923353876,20.075569305488518,0.7198525732159614,0.7192569674054782
95,0.009943146258592606,,13.860078123807908,13.851750121514003,20.118267421098377,20.075590401234248,0.7198567133545876,0.7192613373200099
96,0.009307295083999634,,13.860104745030403,13.851780265569687,20.118294042419638,20.075620564976717,0.7198531696796417,0.7192569749553999
97,0.02188556268811226,,13.860121523141862,13.85179866751035,20.118310813897065,20.07563893925755,0.7198537867665291,0.7192572259902954
98,0.00583023251965642,,13.860150572061539,13.851829592386881,20.11833986789101,20.075669882568707,0.7198567239642143,0.7192607878645261
99,0.011152658611536026,,13.860159091949463,13.851837414503098,20.118348388722545,20.0756776758374,0.7198569400310516,0.7192595874269804
100,0.011163079179823399,,13.860176710486412,13.851856021086375,20.11836602184499,20.07569629787206,0.7198625163435936,0.7192661391695341
